team,position,depth_chart_position,jersey_number,status,player_name,first_name,last_name,birth_date,height,weight,college,player_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number,age
IND,DB,FS,37,ACT,JJ Wilcox,James,Wilcox,1991-02-14,72,212,Georgia Southern,00-0030543,15874,f4ebaa64-aebe-4a32-b11e-f4f47f511770,26703,8888,7861,WilcJ.00,15087,1489,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jbk7eokkefn8aubxkiy5",SAFETY,19,DIV,A01,J.J.,WIL027463,40028,32005749-4c02-7463-e3c3-24ec5d850818,2013,2013,DAL,80,27
MIA,TE,TE,89,CUT,Gavin Escobar,Gavin,Escobar,1991-02-03,78,260,San Diego State,00-0030544,15836,433587a5-dabc-4b1b-9545-66e570f806a7,26670,8787,7828,EscoGa00,15082,1485,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zpne5eocfe1wlkabs4gq",,17,REG,,Gavin,ESC568293,39995,32004553-4356-8293-e63b-5acc8c108bb0,2013,2013,DAL,,27
DAL,OL,C,72,RSN,Travis Frederick,Travis,Frederick,1991-03-18,76,320,Wisconsin,00-0030546,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bwwel6rabn63u0fficoa",,19,DIV,,Travis,FRE063393,39977,32004652-4506-3393-758c-0c69e1947ad8,2013,2013,DAL,,27
CAR,DB,SS,25,ACT,Eric Reid,Eric,Reid,1991-12-10,73,213,Louisiana State,00-0030548,15809,c615cf52-bc61-43ed-bb76-39695ca019c0,26641,8685,7799,ReidEr00,15242,1590,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wqpzlooco1h72tutdsyp",SAFETY,17,REG,A01,Eric,REI265485,39964,32005245-4926-5485-d440-00a01fec302c,2013,2013,SF,18,26
CIN,TE,TE,85,RES,Tyler Eifert,Tyler,Eifert,1990-09-08,78,255,Notre Dame,00-0030549,15788,14ecf9dd-3a77-4847-8e62-407cd1182f1c,26644,8782,7802,EifeTy00,14918,1388,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mtpnivcnfgtz8sbkkvax",,17,REG,,Tyler,EIF131143,39967,32004549-4613-1143-bfd0-182bad3b5b94,2013,2013,CIN,,27
BUF,P,P,6,CUT,Colton Schmidt,Colton,Schmidt,1990-10-27,71,224,California-Davis,00-0030551,16623,ca668ed5-05b3-41da-a3a4-6fa8982968f6,27459,9027,8104,,15625,1713,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ljknmshvxkk85fkaq8ar",,17,REG,,Colton,SCH273833,40946,32005343-4827-3833-acb4-199e18023271,2013,2013,,,27
SEA,DL,DE,95,ACT,Dion Jordan,Dion,Jordan,1990-03-05,78,275,Oregon,00-0030555,15800,94ee954f-baf6-489c-b50f-3b60b2506f33,26626,8658,7785,JordDi00,14875,1356,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oupuwowgeaqcmlgjfqjq",EDGE,18,WC,A01,Dion,JOR165083,39949,32004a4f-5216-5083-98ae-a250635f806a,2013,2013,MIA,3,28
ATL,DB,CB,29,CUT,Leon McFadden,Leon,McFadden,,69,195,San Diego State,00-0030556,15854,e2ef7b61-cf9d-47ab-927a-77759412ceb1,26691,8649,7849,McFaLe00,14948,1404,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x7sdkpar7u1v19afeboq",,17,REG,,Leon,MCF145561,40016,32004d43-4614-5561-7b7a-d64253adaa2a,2013,2013,CLE,,
SEA,LB,OLB,51,ACT,Barkevious Mingo,Barkevious,Mingo,1990-10-04,77,239,Louisiana State,00-0030558,15805,92503804-7aff-4f22-adca-421800786179,26629,8708,7787,MingBa00,14949,1405,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qqig6b0pwlnfgnowzuba",EDGE,18,WC,A01,Barkevious,MIN139821,39952,32004d49-4e13-9821-b82e-4ee8ba8f680b,2013,2013,CLE,6,27
PHI,OL,T,65,ACT,Lane Johnson,Lane,Johnson,1990-05-08,78,317,Oklahoma,00-0030561,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i7o1ca12ds76bbeencsi",T,19,DIV,A01,Lane,JOH399478,39950,32004a4f-4839-9478-c9f1-08050b07752e,2013,2013,PHI,4,28
ATL,DB,CB,21,ACT,Desmond Trufant,Desmond,Trufant,1990-09-10,72,190,Washington,00-0030562,15812,f14e6b34-3c77-44e7-bc9c-6c691d3fe46b,26645,8641,7803,TrufDe00,15183,1545,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zflsfewvrrb4nehrm2a7",CB,17,REG,A01,Desmond,TRU381665,39968,32005452-5538-1665-bbde-d454e0e1e93a,2013,2013,ATL,22,27
HOU,WR,WR,10,ACT,DeAndre Hopkins,DeAndre,Hopkins,1992-06-06,73,215,Clemson,00-0030564,15795,5c48ade7-4b9a-4757-9643-87a6e3839e2b,26650,8619,7808,HopkDe00,14986,1426,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/boialnvkpcs0uvlbnsfv",WR,18,WC,A01,DeAndre,HOP161500,39973,3200484f-5016-1500-bfbe-c87b292b639c,2013,2013,HOU,27,26
LAC,QB,QB,3,ACT,Geno Smith,Eugene,Smith,1990-10-10,75,221,West Virginia,00-0030565,15864,cfc93f5e-105e-4a5e-88d3-f4279893cfa8,26662,8743,7820,SmitGe00,14895,1373,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lhbeome9qmto0bwtywzh",,19,DIV,A01,Geno,SMI269700,39987,3200534d-4926-9700-a278-7821d73d1c6a,2013,2013,NYJ,39,27
ARI,DB,FS,35,ACT,DJ Swearinger,Dayario,Swearinger,1991-09-01,70,205,South Carolina,00-0030566,15865,5486420b-b40c-4e7c-ab47-9d70b1673c3b,26680,8690,7838,SweaDJ00,14989,1429,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r1lqqiefepwhekefzeyb",,17,REG,A01,D.J.,SWE023150,40005,32005357-4502-3150-3be8-2dd57069939a,2013,2013,HOU,57,26
JAX,DB,CB,25,ACT,DJ Hayden,Derek,Hayden,1990-06-27,71,190,Houston,00-0030572,15794,5c4ec28a-5393-4073-a71d-df0dad8858c6,26635,8879,7793,HaydDJ00,15067,1472,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r54su1fk7v6kl51od8zx",SLOT_CB,17,REG,A01,D.J.,HAY031145,39958,32004841-5903-1145-f29e-196861ccba9d,2013,2013,OAK,12,28
MIN,DL,DT,93,ACT,Sheldon Richardson,Sheldon,Richardson,1990-11-29,75,294,Missouri,00-0030573,15811,81e211e1-547a-4475-bcf6-8c8ffde057f5,26636,8670,7794,RichSh00,14894,1372,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wlqqkm92eprmsnic4pvx",INTERIOR_LINE,17,REG,A01,Sheldon,RIC621130,39959,32005249-4362-1130-f4be-0c491c88462b,2013,2013,NYJ,13,27
MIN,DB,CB,29,ACT,Xavier Rhodes,Xavier,Rhodes,1990-06-19,73,218,Florida State,00-0030575,15810,81a5c010-2e89-4b65-a924-015cf4ea3f94,26648,8637,7806,RhodXa00,15151,1536,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ksnrjmfr3bfybjom535j",,17,REG,A01,Xavier,RHO552860,39971,32005248-4f55-2860-8f85-4d9914114b25,2013,2013,MIN,25,28
DAL,DL,DE,56,RES,Datone Jones,Datone,Jones,1990-07-24,76,285,UCLA,00-0030576,15798,3258dbca-9194-4fd7-bc2b-8440c73d0d9c,26649,8660,7807,JoneDa03,15137,1526,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a2fszzg9xp15tusdek3h",,19,DIV,,Datone,JON213438,39972,32004a4f-4e21-3438-52ba-543d87adfcf8,2013,2013,GB,,28
MIA,DL,DT,98,ACT,Sylvester Williams,Sylvester,Williams,1988-11-21,74,313,North Carolina,00-0030577,15816,d15dacdb-17c6-4010-83d1-e332f9610422,26651,8675,7809,WillSy00,15042,1460,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jodnmf8avbtftfu8kkeb",INTERIOR_LINE,17,REG,A01,Sylvester,WIL531095,39974,32005749-4c53-1095-98ec-c001bf9d28a2,2013,2013,DEN,28,29
NE,WR,WR,84,ACT,Cordarrelle Patterson,Cordarrelle,Patterson,1991-03-17,74,220,Tennessee,00-0030578,15807,da85107c-365c-4d58-90ab-479d97d798b4,26652,8792,7810,PattCo00,15150,1535,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bwmoxqokbhdgx6dap9hd",TE,21,SB,A01,Cordarrelle,PAT387075,39975,32005041-5438-7075-4e25-a1072ce2f5ac,2013,2013,MIN,29,27
DEN,OL,OT,75,CUT,Menelik Watson,Menelik,Watson,,77,315,Florida State,00-0030579,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/leva3dgtbaxtumyiij6c",,17,REG,,Menelik,WAT459907,39990,32005741-5445-9907-fb37-b2b12cf661e8,2013,2013,OAK,,
KC,OL,T,72,ACT,Eric Fisher,Eric,Fisher,1991-01-05,79,315,Central Michigan,00-0030584,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hwqikldv24qrkvnamsov",T,20,CON,A01,Eric,FIS336183,39947,32004649-5333-6183-cdca-f7afe6912ebf,2013,2013,KC,1,27
ARI,OL,G,67,RES,Justin Pugh,Justin,Pugh,1990-08-15,77,311,Syracuse,00-0030585,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rqphzakzkqs4c8wmekmy",,17,REG,,Justin,PUG243645,39965,32005055-4724-3645-b43d-c9bf6229b7dd,2013,2013,NYG,,28
WAS,OL,G,72,RES,Jonathan Cooper,Jonathan,Cooper,1990-01-19,74,308,North Carolina,00-0030590,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m5o65nntbm3rvbscoywh",,17,REG,,Jonathan,COO615714,39953,3200434f-4f61-5714-45ce-9a5e97311725,2013,2013,ARI,,28
PHI,OL,G,67,ACT,Chance Warmack,Chance,Warmack,1991-09-14,74,323,Alabama,00-0030593,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jxq1jvqu1rlltuw1ll6e",,19,DIV,A01,Chance,WAR426211,39956,32005741-5242-6211-859d-77b0d9181d73,2013,2013,TEN,10,26
KC,LS,LS,41,ACT,James Winchester,James,Winchester,1989-08-06,75,240,Oklahoma,00-0030615,16665,996a0607-8046-46c2-97a0-b94ff9f5a1c8,27494,10606,8580,,15917,1785,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jdctip5cixoaywvzte0b",,20,CON,A01,James,WIN034202,40994,32005749-4e03-4202-ea63-4415bac76e40,2013,2013,,,29
NO,OL,T,65,RES,Michael Ola,Michael,Ola,1988-04-19,77,312,Hampton,00-0030621,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wozhcb6woeko3trhda7t",,20,CON,,Michael,OLA027685,37643,32004f4c-4102-7685-65c0-9dd73c5af009,2013,2014,,,30
ARI,OL,G,68,RES,Jeremy Vujnovich,Jeremy,Vujnovich,1990-10-12,77,300,Louisiana College,00-0030629,,,,,,,,,5,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ffnq5jiiypupb1fqivvy",,17,REG,,Jeremy,VUJ444955,41063,32005655-4a44-4955-acb5-f8c18e40a21e,2013,2014,,,27
PIT,OL,T,78,ACT,Alejandro Villanueva,Alejandro,Villanueva,1988-09-22,81,320,Army,00-0030648,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a5sdel1bqnapowlsl6ig",T,17,REG,A01,Alejandro,VIL407040,41222,32005649-4c40-7040-90fb-027d7be220e1,2014,2014,,,29
NYJ,OL,C,78,ACT,Jonotthan Harrison,Jonotthan,Harrison,1991-08-25,76,300,Florida,00-0030649,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aauq2k5qqmjjdgggpjhr",C,17,REG,A01,Jonotthan,HAR601814,41486,32004841-5260-1814-a858-5588cbbb9d50,2014,2014,,,27
JAX,OL,G,73,RES,Josh Walker,Josh,Walker,1991-06-02,77,330,Middle Tennessee State,00-0030652,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/unc3ossfihlcfzab7s0a",,17,REG,,Josh,WAL240578,41489,32005741-4c24-0578-d264-685d48ec453f,2014,2014,,,27
NYJ,RB,RB,20,RES,Isaiah Crowell,Isaiah,Crowell,1993-01-08,71,225,Alabama State,00-0030656,17133,40cd928f-f228-4ffd-8179-b27a12e14a44,28014,9535,9295,,16127,1901,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oruiw5myfimtssv6j2ar",,17,REG,,Isaiah,CRO734794,41493,32004352-4f73-4794-4e0a-a192aa40d05c,2014,2014,,,25
BAL,WR,WR,83,ACT,Willie Snead,Willie,Snead,1992-10-17,71,195,Ball State,00-0030663,17258,8482bc94-0eb0-4e92-8f99-ced135f3cd5d,28026,9284,8999,SneaWi00,16141,1911,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xg1dlgeps42vv2gx8qkt",SLOT_WR,18,WC,A01,Willie,SNE115447,41500,3200534e-4511-5447-652c-c9261bcca6a7,2014,2014,,,25
KC,DB,SS,49,ACT,Daniel Sorensen,Daniel,Sorensen,1990-03-05,74,208,Brigham Young,00-0030665,17259,d1e46e40-5e8c-4b5a-ae03-5d0093b98633,28036,9680,9253,,16303,2022,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nlqiofusquclrpdmva42",SAFETY,20,CON,A01,Daniel,SOR181831,41502,3200534f-5218-1831-f9bb-352a6148cd51,2014,2014,,,28
KC,RB,RB,30,ACT,Charcandrick West,Charcandrick,West,1991-06-02,70,205,Abilene Christian,00-0030668,17284,65f91b8b-6794-4273-bf42-4d00b5973ddd,28044,9891,9047,,16307,2024,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ccvw7oos9bzr4ojdiuac",,20,CON,A01,Charcandrick,WES136836,41505,32005745-5313-6836-7c72-e4575b00597c,2014,2014,,,27
MIA,WR,WR,15,RES,Albert Wilson,Albert,Wilson,1992-07-12,69,186,Georgia State,00-0030669,17051,2958ea86-e2dc-4719-93e5-cc9d093ca963,28046,9491,8943,WilsAl02,16308,2025,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dhrm3a5rcwxygwwsrmfo",,17,REG,,Albert,WIL648299,41506,32005749-4c64-8299-6db3-f70542658125,2014,2014,,,26
NYG,WR,WR,18,ACT,Bennie Fowler,Bennie,Fowler,1991-06-10,73,212,Michigan State,00-0030670,16995,132721b4-fd32-4795-b214-ab4baaaceb3a,27826,9353,8914,,16276,2003,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lwll8mvjupqhpihovyja",SLOT_WR,17,REG,A01,Bennie,FOW140514,41507,3200464f-5714-0514-6a90-c8915b13da09,2014,2014,,,27
ARI,DB,CB,32,CUT,Lou Young,Lou,Young,,73,205,Georgia Tech,00-0030675,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kav5zjg7rwu35i2h47bv",,17,REG,,Lou,YOU379662,41512,3200594f-5537-9662-f884-0b83c63c40a9,2014,2014,,,
TEN,LB,LB,46,CUT,Deontae Skinner,Deontae,Skinner,,74,250,Mississippi State,00-0030687,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bmrazirbj4mjzdlbcywk",,17,REG,,Deontae,SKI617685,41524,3200534b-4961-7685-7119-40d505027b5c,2014,2014,,,
BAL,OL,G,74,ACT,James Hurst,James,Hurst,1991-12-17,77,317,North Carolina,00-0030694,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hp6pnktn6pb0i9q5cpfz",G,18,WC,A01,James,HUR496348,41532,32004855-5249-6348-c3a7-2a2a441b214e,2014,2014,,,26
CLE,DL,DT,98,CUT,Jamie Meder,Jamie,Meder,1991-04-12,74,308,Ashland,00-0030697,17214,3a8befa1-04e8-4aa7-bc14-504e3d2de483,27983,10025,8940,,16091,1874,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mcg6qbqxaiyim10mlgte",,17,REG,,Jamie,MED121550,41535,32004d45-4412-1550-cc04-7ce850b0662e,2014,2014,,,27
JAX,DB,DB,29,CUT,Sammy Seamster,Sammy,Seamster,,73,201,Middle Tennessee State,00-0030703,17244,6d9fad01-7167-4291-9523-3f72d6837d4c,27989,9960,9252,,16098,1879,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ijqur9saj5uymxptrioy",,17,REG,,Sammy,SEA453800,41541,32005345-4145-3800-b389-1286a515fc88,2014,2014,,,
IND,OL,OG,63,ACT,Josh Andrews,Josh,Andrews,1991-06-21,74,311,Oregon State,00-0030706,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fxbxcvlmevczo68yn7ru",,19,DIV,A01,Josh,AND691210,41544,3200414e-4469-1210-e559-ec71341b4a41,2014,2014,,,27
CHI,TE,TE,80,ACT,Trey Burton,Lawrence,Burton,1991-10-29,75,235,Florida,00-0030710,16974,bc0f07a4-3e7b-4e61-987a-05533dc225be,27789,9490,9185,BurtTr01,15965,1793,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vt2ce0szit4ozyh5s5iw",,18,WC,A01,Trey,BUR817654,41548,32004255-5281-7654-2730-ce3d8995f838,2014,2014,,,26
TEN,RB,RB,32,RES,David Fluellen,David,Fluellen,1992-01-28,71,224,Toledo,00-0030711,16994,481da4a3-fb29-4480-9db4-9cffdf33f510,27790,9534,9184,,15966,1794,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hw3jqryjpuw3hhackwsm",,17,REG,,David,FLU088852,41549,3200464c-5508-8852-d3dd-87fd99efa1f9,2014,2014,,,26
NO,OL,T,78,CUT,Cornelius Lucas,Cornelius,Lucas,1991-07-18,81,328,Kansas State,00-0030725,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bepvmkstppbvahttau5r",,20,CON,,Cornelius,LUC054659,41563,32004c55-4305-4659-8560-2460bc8db96b,2014,2014,,,27
TB,WR,WR,16,CUT,Freddie Martino,Freddie,Martino,1991-09-07,72,195,North Greenville,00-0030737,17205,88eda217-d9ad-4abb-bcc1-2cbfe2a20b4d,28060,9854,9292,,16529,2171,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ztiguqllxmcbjynsqwn9",,17,REG,,Freddie,MAR789763,41575,32004d41-5278-9763-16d3-ce79b6e33da6,2014,2014,,,26
PIT,RB,FB,45,ACT,Roosevelt Nix,Roosevelt,Nix,1992-03-30,71,248,Kent State,00-0030741,17223,f611f87a-1e49-4196-9088-8c760f26006d,28068,9857,10269,,16534,2174,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ibpity8hbzwonppqziyb",FB,17,REG,A01,Roosevelt,NIX511473,41579,32004e49-5851-1473-92c5-1d930b2585d8,2014,2014,,,26
TB,WR,WR,18,DEV,Bernard Reedy,Bernard,Reedy,1991-12-31,68,175,Toledo,00-0030743,17032,3a0c7a30-c924-4bfa-a844-14eb394969da,28071,9733,9228,,16536,2175,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/k7eh7jzkdhobq4ziac2r",,17,REG,,Bernard,REE475386,41581,32005245-4547-5386-2f01-1a2a2e9c7ffa,2014,2014,,,26
CHI,OL,C,62,CUT,James Stone,James,Stone,1992-04-26,75,290,Tennessee,00-0030750,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/uj9ugamvbfpkwvjwnjeu",,18,WC,,James,STO408731,41588,32005354-4f40-8731-eae0-94869747998b,2014,2014,,,26
NO,LB,LB,55,CUT,Jay Elliott,Jay,Elliott,1991-11-11,75,255,Toledo,00-0030752,16991,4642915e-8c37-4692-9169-fa210b6efc8c,28075,9955,9336,,19805,4903,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xyb2kxicxsefe6ha8wet",,20,CON,,Jay,ELL000000,41590,3200454c-4c00-0000-11f1-dde929f84882,2014,2014,,,26
NYJ,DL,NT,98,ACT,Mike Pennel,Michael,Pennel,1991-05-09,76,332,Colorado State-Pueblo,00-0030757,17230,8b9bc551-66bb-4948-849f-c0471caaeb19,28085,9661,9316,,16486,2143,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/awnfflm6g3gdjzhk7xbi",INTERIOR_LINE,17,REG,A01,Mike,PEN320554,41595,32005045-4e32-0554-9daf-d78f7cf2d013,2014,2014,,,27
DAL,LB,ILB,48,ACT,Joe Thomas,Joe,Thomas,1991-05-06,73,227,South Carolina State,00-0030761,17266,fa059382-e52c-40c8-93fd-bd69decdc1c8,28089,10091,9272,,16492,2147,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wsr18o0lxqptfuiov6gb",,19,DIV,A01,Joe,THO234901,41599,32005448-4f23-4901-740f-082d2e02080f,2014,2014,,,27
BUF,DB,DB,38,CUT,LJ McCray,L.J.,McCray,,72,204,Catawba,00-0030767,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/a6aklkqmanf8vcfiqcnq",,17,REG,,L.J.,MCC668551,41605,32004d43-4366-8551-b8c3-3f39a67dd0a4,2014,2014,,,
SF,LB,MLB,50,RES,Brock Coyle,Brock,Coyle,1990-10-12,73,245,Montana,00-0030770,16983,b1f8c22c-e516-4fdc-9ecd-d2bd1e9a1f36,27801,9946,8929,,16682,2271,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/cg168ygo0u8s2ge9arlp",,17,REG,,Brock,COY195645,41608,3200434f-5919-5645-4440-d84b92aeae2e,2014,2014,,,27
NYG,DL,DE,72,ACT,Kerry Wynn,Kerry,Wynn,1991-02-12,77,264,Richmond,00-0030776,17296,d694d99d-0dd2-443f-b02a-6cd377cdaf6e,28051,9691,8938,,16403,2089,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rbmjvwccrnbpc1pubpxv",INTERIOR_LINE,17,REG,A01,Kerry,WYN134240,41614,32005759-4e13-4240-fe34-86042bfe7535,2014,2014,,,27
IND,TE,TE,45,ACT,Ryan Hewitt,Ryan,Hewitt,1991-01-24,76,255,Stanford,00-0030780,17169,fa26e15f-2375-4acc-aaae-cf32cfe4bc3e,28021,9654,9107,,16111,1891,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/egbpiaml7idnpcxa1x8q",TE,19,DIV,A01,Ryan,HEW205087,41618,32004845-5720-5087-738f-42e1a06f3274,2014,2014,,,27
CIN,OL,G,66,ACT,Trey Hopkins,Trey,Hopkins,1992-07-06,75,310,Texas,00-0030781,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jnupbs5jysrs6tg5t8n2",,17,REG,A01,Trey,HOP425040,41619,3200484f-5042-5040-2a27-3ee1edf407b2,2014,2014,,,26
GB,OL,G,64,ACT,Justin McCray,Justin,McCray,1992-05-31,75,317,Central Florida,00-0030792,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ue3ecov1mk9eouog0zvw",T,17,REG,A01,Justin,MCC669589,41630,32004d43-4366-9589-e173-a6e82264f371,2014,2014,,,26
NO,WR,WR,16,CUT,Brandon Coleman,Brandon,Coleman,,78,225,Rutgers,00-0030801,17127,07169571-5184-43ea-aa36-9a283b276b94,27921,9223,9086,,16567,2196,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mudu6l15nmg2cfvljd0d",,20,CON,,Brandon,COL222062,41639,3200434f-4c22-2062-6e9b-1b84ac3daffd,2014,2014,,,
IND,TE,TE,41,CUT,Je'Ron Hamm,Je'Ron,Hamm,1992-06-15,75,236,Louisiana-Monroe,00-0030805,17165,caca998b-2475-4ec4-85fa-42ff312c9c5e,27926,9901,8981,,16574,2202,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dcfsyc5n4pyryy9sftny",,19,DIV,,Je'Ron,HAM420043,41643,32004841-4d42-0043-14af-a25507039430,2014,2014,,,26
IND,WR,WR,16,CUT,Seantavius Jones,Seantavius,Jones,,75,210,Valdosta State,00-0030807,17191,4bc0c353-c58d-4c45-b7bc-3950aecc1f08,27928,10020,9320,,16578,2205,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xmrq2zoqm6r6nwco8ajd",,19,DIV,,Seantavius,JON717404,41645,32004a4f-4e71-7404-3af1-e71b9a226402,2014,2014,,,
DAL,WR,WR,17,RES,Allen Hurns,Allen,Hurns,1991-11-12,73,208,Miami,00-0030821,17177,10952a8e-9da1-447b-a016-c699db00c5f0,27874,9485,8931,,16253,1984,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ht8yxzhw0gb3pfqbmzdp",,19,DIV,,Allen,HUR436342,41659,32004855-5243-6342-a061-156e2eb1ca31,2014,2014,,,26
HOU,QB,QB,6,CUT,Stephen Morris,Stephen,Morris,,74,220,Miami (Fla.),00-0030825,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mp8qefshihoqnzkkuhv4",,18,WC,,Stephen,MOR536881,41663,32004d4f-5253-6881-1589-0c00b5d740bc,2014,2014,,,
JAX,OL,C,69,ACT,Tyler Shatley,Christian,Shatley,1991-05-05,75,310,Clemson,00-0030827,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/oj1ispvyilvp4jl25kc9",C,17,REG,A01,Tyler,SHA509766,41665,32005348-4150-9766-37ff-64611cff9e61,2014,2014,,,27
JAX,OL,T,72,RES,Josh Wells,Josh,Wells,1991-02-14,78,306,James Madison,00-0030829,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f3b1x3ryis5amqi6vawx",,17,REG,A01,Josh,WEL457772,41667,32005745-4c45-7772-a524-b12963b460d7,2014,2014,,,27
ARI,OL,C,66,CUT,Josh Allen,Josh,Allen,,75,315,Louisiana-Monroe,00-0030833,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vs1gvoadc6we63prkatk",,17,REG,,Josh,ALL529825,41671,3200414c-4c52-9825-55b3-86858b89ee0c,2014,2014,,,
CHI,K,K,1,ACT,Cody Parkey,Andrew,Parkey,1992-02-19,72,190,Auburn,00-0030850,17082,4b99ead5-0f79-4899-84a7-075c08890698,27911,9943,9030,,16236,1974,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/m6btiz85brkj9bwim4yv",,18,WC,A01,Cody,PAR471800,41688,32005041-5247-1800-5954-81772dee6d14,2014,2014,,,26
IND,TE,TE,86,DEV,Erik Swoope,Erik,Swoope,1992-05-08,76,255,Miami,00-0030854,17091,947e7faa-e8be-4603-829c-b57e4247ccbf,27914,9808,9303,,16238,1975,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/lgucz1buzapjyv92e7tj",,19,DIV,,Erik,SWO288111,41692,32005357-4f28-8111-2f8c-57931ac036e2,2014,2014,,,26
IND,DL,DE,96,CUT,Anthony Johnson,Anthony,Johnson,1993-01-24,75,275,LSU,00-0030864,17184,e12c1ad8-ba0f-422f-849b-c9cabb1ebb97,28097,9359,9109,,16017,1823,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/myap5vpobpblqk6gbie0",,19,DIV,,Anthony,JOH057828,41702,32004a4f-4805-7828-1683-d3a7dc47a05c,2014,2014,,,25
